module,area,area_name,image,canvas_w,canvas_h,zoom,panel_x0,panel_y0,panel_w,panel_h,fiducials,marker_number,note_index,tag,strref,name,vanilla_px,vanilla_world_x,vanilla_world_y,anchor_img_x,anchor_img_y,badge_img_x,badge_img_y,nearest_note_px,crowded,off_map,live_px,live_img_x,live_img_y,north_axis
sta_m45ab,m45ab,Star Forge - Deck 2,sta_m45ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,3,k45b_map_elevato,35471,To Elevator,"100,188",-1.50263977,-192.767212,430.0,838.0,460.0,808.0,138.1,False,False,"103,186",442.0,830.0,0
sta_m45ab,m45ab,Star Forge - Deck 2,sta_m45ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,6,k45b_map_east,40316,To East Exit,"359,53",152.888184,-110.401398,1466.0,298.0,1496.0,268.0,112.3,False,False,"361,50",1474.0,286.0,0
sta_m45ab,m45ab,Star Forge - Deck 2,sta_m45ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,7,k45b_map_west,40318,To West Exit,"76,52",-16.0610008,-110.039078,334.0,294.0,364.0,264.0,138.1,False,False,,,,0
sta_m45ab,m45ab,Star Forge - Deck 2,sta_m45ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,25,SW_MAPNOTE001,47876,Computer Room,"342,164",142.518234,-178.6203,1398.0,742.0,1428.0,712.0,112.3,False,False,,,,0
sta_m45ac,m45ac,Star Forge - Command Center,sta_m45ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,9,k45c_map_west,35473,To West Elevator,"99,61",-1.49249268,-193.331741,426.0,330.0,456.0,300.0,232.4,False,False,,,,3
sta_m45ac,m45ac,Star Forge - Command Center,sta_m45ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,10,k45c_map_east,35469,To East Elevator,"298,181",116.849884,1.16690063,1222.0,810.0,1252.0,780.0,232.4,False,False,,,,3
sta_m45ad,m45ad,Star Forge - Viewing Platform,sta_m45ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,3,k45d_map_command,35596,To Command Center,"222,59",202.189667,308.137177,918.0,322.0,948.0,292.0,83.2,False,False,"221,54",914.0,302.0,0
sta_m45ad,m45ad,Star Forge - Viewing Platform,sta_m45ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,4,k45d_map_elevato,35471,To Elevator,"300,88",238.391953,293.665527,1230.0,438.0,1260.0,408.0,83.2,False,False,,,,0
tar_m02aa,m02aa,Taris - South Apartments,tar_m02aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,19,SW_MAPNOTE001,40479,To Your Apartment,"178,50",91.9797821,134.415771,742.0,286.0,772.0,256.0,85.8,False,False,"176,55",734.0,306.0,0
tar_m02aa,m02aa,Taris - South Apartments,tar_m02aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,20,SW_MAPNOTE001,40480,To Upper City,"244,206",112.608154,83.3428345,1006.0,910.0,1036.0,880.0,145.8,False,False,,,,0
tar_m02aa,m02aa,Taris - South Apartments,tar_m02aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,21,SW_MAPNOTE001,40481,Dia's Apartment,"127,119",76.240036,111.862152,538.0,562.0,568.0,532.0,85.8,False,False,"123,118",522.0,558.0,0
tar_m02ab,m02ab,Taris - Upper City North,tar_m02ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,33,SW_MAPNOTE001,40495,Droids by Janice,"164,204",112.441872,67.5955429,686.0,902.0,716.0,872.0,78.9,False,False,"158,209",662.0,922.0,0
tar_m02ab,m02ab,Taris - Upper City North,tar_m02ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,34,SW_MAPNOTE001,40496,To Lower City,"176,126",121.879738,130.896942,734.0,590.0,764.0,560.0,78.9,False,False,"184,124",766.0,582.0,0
tar_m02ab,m02ab,Taris - Upper City North,tar_m02ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,35,SW_MAPNOTE001,40497,To Sith Base,"164,17",112.574913,220.190933,686.0,154.0,716.0,124.0,109.7,False,False,"166,11",694.0,130.0,0
tar_m02ab,m02ab,Taris - Upper City North,tar_m02ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,36,SW_MAPNOTE001,40498,To Apartments,"310,116",221.417068,139.311874,1270.0,550.0,1328.0,492.0,3.0,True,False,,,,0
tar_m02ab,m02ab,Taris - Upper City North,tar_m02ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,37,SW_MAPNOTE001,40499,To Upper City South,"311,208",222.349747,63.9660721,1274.0,918.0,1304.0,888.0,92.0,False,False,"311,215",1274.0,946.0,0
tar_m02ab,m02ab,Taris - Upper City North,tar_m02ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,38,tar_party,40500,To Sith Party,"310,113",221.196594,141.369522,1270.0,538.0,1328.0,596.0,3.0,True,False,,,,0
tar_m02ac,m02ac,Taris - Upper City South,tar_m02ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,39,SW_MAPNOTE001,40480,To Upper City,"251,87",186.98494,112.309097,1034.0,434.0,1064.0,404.0,45.0,False,False,,,,0
tar_m02ac,m02ac,Taris - Upper City South,tar_m02ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,40,SW_MAPNOTE001,40504,Clinic,"252,132",187.726273,75.5783691,1038.0,614.0,1068.0,584.0,45.0,False,False,"248,142",1022.0,654.0,0
tar_m02ac,m02ac,Taris - Upper City South,tar_m02ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,41,SW_MAPNOTE001,40505,Equipment Emporium,"109,142",76.243515,67.3831177,466.0,654.0,496.0,624.0,50.9,False,False,"124,146",526.0,670.0,0
tar_m02ac,m02ac,Taris - Upper City South,tar_m02ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,42,SW_MAPNOTE001,40506,To Upper City Cantina,"126,190",90.1174316,28.0428314,534.0,846.0,564.0,816.0,50.9,False,False,,,,0
tar_m02ac,m02ac,Taris - Upper City South,tar_m02ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,50,SW_MAPNOTE001,40498,To Apartments,"126,75",90.13797,121.791664,534.0,386.0,564.0,356.0,69.1,False,False,"126,71",534.0,370.0,0
tar_m02ad,m02ad,Taris - North Apartments,tar_m02ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,20,SW_MAPNOTE001,40480,To Upper City,"213,204",112.231369,84.376236,882.0,902.0,912.0,872.0,79.5,False,False,"216,204",894.0,902.0,0
tar_m02ad,m02ad,Taris - North Apartments,tar_m02ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,21,SW_MAPNOTE001,40514,Largo's Apartment,"292,195",137.34816,87.2287521,1198.0,866.0,1228.0,836.0,79.5,False,False,"297,199",1218.0,882.0,0
tar_m02ad,m02ad,Taris - North Apartments,tar_m02ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,26,tar02_mnyuns,40515,Yun's Apartment,"288,52",135.833206,135.271317,1182.0,294.0,1212.0,264.0,143.1,False,False,"298,41",1222.0,250.0,0
tar_m02ad,m02ad,Taris - North Apartments,tar_m02ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,27,tar02_mnsarnas,40516,Sarna's Apartment,"112,121",80.205658,112.166496,478.0,570.0,508.0,540.0,130.7,False,False,"94,121",406.0,570.0,0
tar_m02ae,m02ae,Taris - Upper City Cantina,tar_m02ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,27,SW_MAPNOTE001,40480,To Upper City,"197,125",139.146332,109.577911,818.0,586.0,848.0,556.0,94.4,False,False,"199,121",826.0,570.0,0
tar_m02ae,m02ae,Taris - Upper City Cantina,tar_m02ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,29,SW_MAPNOTE001,40531,Dueling Arena,"393,151",207.627151,99.7616959,1602.0,690.0,1632.0,660.0,197.7,False,False,,,,0
tar_m02ae,m02ae,Taris - Upper City Cantina,tar_m02ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,40,SW_MAPNOTE001,45989,Duel Organizer,"114,170",109.898232,92.3658676,486.0,766.0,516.0,736.0,94.4,False,False,,,,0
tar_m02af,m02af,Taris - Hideout,tar_m02af.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,8,SW_MAPNOTE001,40564,To Apartment Complex,"240,159",89.3539124,135.577423,990.0,722.0,1020.0,692.0,999.0,False,False,"252,170",1038.0,766.0,0
tar_m03aa,m03aa,Taris - Lower City,tar_m03aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,16,SW_MAPNOTE001,40570,To Black Vulkar Base,"366,156",458.987061,148.938751,1494.0,710.0,1524.0,680.0,62.0,False,False,"378,152",1542.0,694.0,0
tar_m03aa,m03aa,Taris - Lower City,tar_m03aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,17,SW_MAPNOTE001,40480,To Upper City,"305,167",403.21875,137.224106,1250.0,754.0,1280.0,724.0,24.0,False,False,"308,168",1262.0,758.0,0
tar_m03aa,m03aa,Taris - Lower City,tar_m03aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,18,SW_MAPNOTE001,40498,To Apartments,"305,143",403.034607,161.618851,1250.0,658.0,1280.0,628.0,24.0,False,False,,,,0
tar_m03aa,m03aa,Taris - Lower City,tar_m03aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,19,SW_MAPNOTE001,40571,To Javyar's Cantina,"250,132",352.146362,173.16806,1030.0,614.0,1060.0,584.0,23.8,False,False,"253,130",1042.0,606.0,0
tar_m03aa,m03aa,Taris - Lower City,tar_m03aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,20,SW_MAPNOTE001,40572,To Hidden Bek Base,"256,109",357.500214,196.972549,1054.0,522.0,1084.0,492.0,23.8,False,False,"254,106",1046.0,510.0,0
tar_m03aa,m03aa,Taris - Lower City,tar_m03aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,21,SW_MAPNOTE001,40498,To Apartments,"201,96",306.979523,210.321182,834.0,470.0,864.0,440.0,56.5,False,False,"201,99",834.0,482.0,0
tar_m03aa,m03aa,Taris - Lower City,tar_m03aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,22,SW_MAPNOTE001,40573,To Undercity,"79,86",194.242599,220.53775,346.0,430.0,376.0,400.0,122.4,False,False,"79,82",346.0,414.0,0
tar_m03ab,m03ab,Taris - Lower City Apartments,tar_m03ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,21,SW_MAPNOTE001,40496,To Lower City,"221,203",112.467926,83.523941,914.0,898.0,944.0,868.0,167.3,False,False,,,,0
tar_m03ab,m03ab,Taris - Lower City Apartments,tar_m03ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,22,SW_MAPNOTE001,40616,Selven's Apartment,"293,52",135.840485,135.507965,1202.0,294.0,1232.0,264.0,167.3,False,False,"303,43",1242.0,258.0,0
tar_m03ad,m03ad,Taris - Lower City Apartments,tar_m03ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,26,SW_MAPNOTE001,40496,To Lower City,"225,203",112.654869,83.6644135,930.0,898.0,960.0,868.0,75.1,False,False,,,,0
tar_m03ad,m03ad,Taris - Lower City Apartments,tar_m03ad.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,27,SW_MAPNOTE001,40632,Matrik's Apartment,"299,190",136.946518,88.3725815,1226.0,846.0,1256.0,816.0,75.1,False,False,"306,197",1254.0,874.0,0
tar_m03ae,m03ae,Taris - Javyar's Cantina,tar_m03ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,11,SW_MAPNOTE001,40496,To Lower City,"298,116",139.235199,109.629356,1222.0,550.0,1252.0,520.0,127.4,False,False,"305,114",1250.0,542.0,0
tar_m03ae,m03ae,Taris - Javyar's Cantina,tar_m03ae.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,12,SW_MAPNOTE001,40752,Bounty Office,"198,195",109.819344,85.5862808,822.0,866.0,852.0,836.0,127.4,False,False,,,,0
tar_m03af,m03af,Taris - Swoop Platform,tar_m03af.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,15,SW_MAPNOTE001,40766,Race Announcer,"210,120",223.587234,219.750931,870.0,566.0,900.0,536.0,999.0,False,False,,,,0
tar_m04aa,m04aa,Taris - Undercity,tar_m04aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,54,SW_MAPNOTE001,40496,To Lower City,"156,143",183.915421,166.90509,654.0,658.0,684.0,628.0,34.8,False,False,"156,146",654.0,670.0,0
tar_m04aa,m04aa,Taris - Undercity,tar_m04aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,55,SW_MAPNOTE001,40802,Village Gate,"232,104",249.852112,202.24794,958.0,502.0,988.0,472.0,32.5,False,False,,,,0
tar_m04aa,m04aa,Taris - Undercity,tar_m04aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,56,SW_MAPNOTE001,40803,Escape Pod,"315,54",322.350006,248.818817,1290.0,302.0,1320.0,272.0,95.5,False,False,,,,0
tar_m04aa,m04aa,Taris - Undercity,tar_m04aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,57,SW_MAPNOTE001,40804,To Sewers,"220,44",239.248428,257.83194,910.0,262.0,940.0,232.0,61.2,False,False,,,,0
tar_m04aa,m04aa,Taris - Undercity,tar_m04aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,58,SW_MAPNOTE001,40804,To Sewers,"273,198",285.869446,115.893875,1122.0,878.0,1152.0,848.0,91.0,False,False,"276,198",1134.0,878.0,0
tar_m04aa,m04aa,Taris - Undercity,tar_m04aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,83,SW_MAPNOTE001,46018,Rukil's Tent,"183,165",207.014359,146.419846,762.0,746.0,820.0,688.0,10.2,True,False,,,,0
tar_m04aa,m04aa,Taris - Undercity,tar_m04aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,84,SW_MAPNOTE001,46019,Gendar's Tent,"185,175",208.831604,137.504059,770.0,786.0,828.0,728.0,10.2,True,False,,,,0
tar_m04aa,m04aa,Taris - Undercity,tar_m04aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",8,85,SW_MAPNOTE001,46020,Igear's Bazaar,"209,127",229.533295,181.227127,866.0,594.0,896.0,564.0,32.5,False,False,,,,0
tar_m05aa,m05aa,Taris - Lower Sewers,tar_m05aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,11,SW_MAPNOTE001,40812,Gamorrean Compound,"192,124",240.924316,176.372757,798.0,582.0,828.0,552.0,69.1,False,False,"178,123",742.0,578.0,2
tar_m05aa,m05aa,Taris - Lower Sewers,tar_m05aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,12,SW_MAPNOTE001,40813,Force Field,"248,74",280.09256,131.975891,1022.0,382.0,1052.0,352.0,48.8,False,False,,,,2
tar_m05aa,m05aa,Taris - Lower Sewers,tar_m05aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,25,mn_undercity,40573,To Undercity,"180,56",294.260742,185.556183,750.0,310.0,780.0,280.0,69.1,False,False,,,,2
tar_m05aa,m05aa,Taris - Lower Sewers,tar_m05aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,26,mn_undercity,40573,To Undercity,"295,61",290.610748,94.4834747,1210.0,330.0,1240.0,300.0,48.8,False,False,,,,2
tar_m05ab,m05ab,Taris - Upper Sewers,tar_m05ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,18,SW_MAPNOTE001,40815,To Lower Sewers,"59,104",70.241745,369.631836,266.0,502.0,296.0,472.0,351.2,False,False,,,,0
tar_m05ab,m05ab,Taris - Upper Sewers,tar_m05ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,19,SW_MAPNOTE001,40570,To Black Vulkar Base,"399,192",286.499176,310.181519,1626.0,854.0,1656.0,824.0,351.2,False,False,"396,189",1614.0,842.0,0
tar_m08aa,m08aa,Taris - Davik's Estate,tar_m08aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,38,mapnote,40819,Throne Room,"183,91",59.2951279,104.268814,762.0,450.0,792.0,420.0,48.4,False,False,,,,0
tar_m08aa,m08aa,Taris - Davik's Estate,tar_m08aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,39,SW_MAPNOTE001,40820,Hangar,"188,187",61.8437309,48.6116104,782.0,834.0,812.0,804.0,89.1,False,False,"184,187",766.0,834.0,0
tar_m08aa,m08aa,Taris - Davik's Estate,tar_m08aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,56,tar08_mnbarracks1,40879,Barracks,"127,122",28.4862804,86.3744736,538.0,574.0,568.0,544.0,37.2,False,False,,,,0
tar_m08aa,m08aa,Taris - Davik's Estate,tar_m08aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,57,tar08_mnbarracks2,40879,Barracks,"124,63",26.559576,121.119431,526.0,338.0,556.0,308.0,31.4,False,False,,,,0
tar_m08aa,m08aa,Taris - Davik's Estate,tar_m08aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,58,tar08_mnbarracks3,40879,Barracks,"198,45",67.3983383,131.272278,822.0,266.0,852.0,236.0,35.5,False,False,"203,45",842.0,266.0,0
tar_m08aa,m08aa,Taris - Davik's Estate,tar_m08aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,59,tar08_mnbarracks4,40879,Barracks,"233,39",86.3115158,135.10762,962.0,242.0,992.0,212.0,35.5,False,False,"226,40",934.0,246.0,0
tar_m08aa,m08aa,Taris - Davik's Estate,tar_m08aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,60,tar08_mnlab,46151,Spice Lab,"108,90",17.7252922,105.313896,462.0,446.0,492.0,416.0,31.4,False,False,"116,85",494.0,426.0,0
tar_m08aa,m08aa,Taris - Davik's Estate,tar_m08aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",8,62,tar08_mntorture,46152,"""Guest"" Room","164,21",48.4049416,145.691833,686.0,170.0,716.0,140.0,41.6,False,False,,,,0
tar_m09aa,m09aa,Taris - Sith Base,tar_m09aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,11,SW_MAPNOTE001,40480,To Upper City,"248,229",0.72833854,-21.0761528,1022.0,1002.0,1052.0,972.0,27.0,False,False,,,,0
tar_m09aa,m09aa,Taris - Sith Base,tar_m09aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,12,tar09_mncontrol,46381,Control Center,"81,107",-50.2502937,17.6087017,354.0,514.0,384.0,484.0,86.8,False,False,,,,0
tar_m09aa,m09aa,Taris - Sith Base,tar_m09aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,15,tar09_mnbarracks1,40879,Barracks,"165,129",-24.5931721,10.7817345,690.0,602.0,720.0,572.0,52.2,False,False,"165,132",690.0,614.0,0
tar_m09aa,m09aa,Taris - Sith Base,tar_m09aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,16,tar09_mnarmory,40113,Armory,"135,200",-33.848671,-11.6788454,570.0,886.0,600.0,856.0,77.1,False,False,,,,0
tar_m09aa,m09aa,Taris - Sith Base,tar_m09aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,17,tar09_mnreception,46382,Reception,"248,202",0.770914495,-12.5697727,1022.0,894.0,1052.0,864.0,27.0,False,False,,,,0
tar_m09aa,m09aa,Taris - Sith Base,tar_m09aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,18,tar09_mnmedical,44175,Medical,"217,133",-8.90003014,9.40483189,898.0,618.0,928.0,588.0,52.2,False,False,,,,0
tar_m09aa,m09aa,Taris - Sith Base,tar_m09aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,19,tar09_mnbarracks2,40879,Barracks,"334,127",26.8607311,11.3224468,1366.0,594.0,1396.0,564.0,69.8,False,False,,,,0
tar_m09aa,m09aa,Taris - Sith Base,tar_m09aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",8,20,tar09_mnelevator,40105,Elevator,"366,189",36.6801109,-8.24771118,1494.0,842.0,1524.0,812.0,69.8,False,False,"370,200",1510.0,886.0,0
tar_m09ab,m09ab,Taris - Sith Base,tar_m09ab.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,0,SW_MAPNOTE001,40497,To Sith Base,"200,202",66.5625763,-10.7532301,830.0,894.0,860.0,864.0,999.0,False,False,,,,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,30,SW_MAPNOTE001,40804,To Sewers,"334,21",196.094955,142.45755,1366.0,170.0,1396.0,140.0,96.7,False,False,,,,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,31,SW_MAPNOTE001,40496,To Lower City,"228,189",153.355438,69.2899323,942.0,842.0,972.0,812.0,47.0,False,False,"227,212",938.0,934.0,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,32,SW_MAPNOTE001,40877,To Garage,"189,30",137.743637,138.355179,786.0,206.0,816.0,176.0,21.0,False,False,,,,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,33,SW_MAPNOTE001,40878,Garage Security,"239,39",157.823029,134.673523,986.0,242.0,1016.0,212.0,31.0,False,False,,,,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,39,tar10_mnarmory,40113,Armory,"227,142",153.173096,89.8668289,938.0,654.0,968.0,624.0,47.0,False,False,,,,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",6,40,tar10_mnbarracks,40879,Barracks,"108,132",105.176666,94.155365,462.0,614.0,492.0,584.0,67.4,False,False,"114,130",486.0,606.0,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",7,41,tar10_mnpool,46432,Pool,"102,52",102.745613,128.889435,438.0,294.0,468.0,264.0,80.2,False,False,,,,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",8,42,tar10_mnrecroom,46433,Rec Room,"307,119",185.312317,99.6607361,1258.0,562.0,1288.0,532.0,83.2,False,False,"308,114",1262.0,542.0,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",9,43,tar10_mncontrol,46434,Control Room,"172,153",130.869843,84.7912445,718.0,698.0,748.0,668.0,56.1,False,False,,,,0
tar_m10aa,m10aa,Taris - Black Vulkar Base,tar_m10aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",10,44,tar10_mnelevator,46435,Garage Elevator,"208,39",145.117722,134.68956,862.0,242.0,892.0,212.0,21.0,False,False,,,,0
tar_m10ac,m10ac,Taris - Black Vulkar Base,tar_m10ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,24,SW_MAPNOTE001,40895,To Main Base,"185,63",65.4460907,94.5281982,770.0,338.0,800.0,308.0,59.1,False,False,,,,0
tar_m10ac,m10ac,Taris - Black Vulkar Base,tar_m10ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,43,tar10_mngarage,46479,Garage,"239,97",82.5689011,83.1506653,986.0,474.0,1016.0,444.0,63.8,False,False,,,,0
tar_m10ac,m10ac,Taris - Black Vulkar Base,tar_m10ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,44,tar10_mnloading,46480,Loading Bay,"328,103",111.2127,81.1775665,1342.0,498.0,1372.0,468.0,69.9,False,False,,,,0
tar_m10ac,m10ac,Taris - Black Vulkar Base,tar_m10ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",4,45,tar10_mnlab,46481,Engine Lab,"312,171",105.978546,58.3974533,1278.0,770.0,1308.0,740.0,69.9,False,False,,,,0
tar_m10ac,m10ac,Taris - Black Vulkar Base,tar_m10ac.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",5,46,tar10_mnoffice,46482,Office,"133,35",48.9802971,103.974564,562.0,226.0,592.0,196.0,59.1,False,False,,,,0
tar_m11aa,m11aa,Taris - Hidden Bek Base,tar_m11aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",1,23,SW_MAPNOTE001,40496,To Lower City,"212,220",70.7620392,29.5888233,878.0,966.0,908.0,936.0,81.0,False,False,"211,227",874.0,994.0,0
tar_m11aa,m11aa,Taris - Hidden Bek Base,tar_m11aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",2,26,tar11_mnhall,46552,Main Hall,"213,139",71.033905,64.0273666,882.0,642.0,912.0,612.0,81.0,False,False,,,,0
tar_m11aa,m11aa,Taris - Hidden Bek Base,tar_m11aa.png,2404,1230,4,28,84,1760,1024,"18,18 2385,18 18,1211 2385,1211",3,27,tar11_mnbar,46553,Bar,"117,105",31.5603943,78.6446762,498.0,506.0,528.0,476.0,65.0,False,False,"114,105",486.0,506.0,0
