module,area,note_index,tag,strref,name,rule,confidence,old_world_x,old_world_y,new_world_x,new_world_y,old_px,old_py,new_px,new_py,move_px,drawn_before,drawn_after,roundtrip_ok,room,review,review_reason,reason
tar_m02ac,m02ac,41,SW_MAPNOTE001,40505,Equipment Emporium,door_room,low,76.243515,67.383118,88.118511,63.696362,109,142,124,146,15.5,True,True,True,M02ac_02i,True,"green-door rule: moved into the room through the door; the door joins two rooms of similar size (M02ac_02i 205, M02ac_02j 225): which one the note names cannot be derived","marks a drawn green door line (12 px long); centred in the room it opens into, M02ac_02i (36 px across, vs M02ac_02j on the other side)"
tar_m02ac,m02ac,42,SW_MAPNOTE001,40506,To Upper City Cantina,below_threshold,n/a,90.117432,28.042831,,,126,190,,,2.2,True,True,,M02ac_02k,,,"names door tar02_cantdoor -> tar_m02ae (Taris - Upper City Cantina), name match 1.00; centred on its drawn transition line (11 px long) and set 4 px clear of it"
tar_m02ac,m02ac,50,SW_MAPNOTE001,40498,To Apartments,transition,high,90.137970,121.791664,89.754544,125.312001,126,75,126,71,4.0,True,True,True,M02ac_02b,False,,"names door Apartments -> tar_m02aa (Taris - South Apartments), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it"
tar_m02ad,m02ad,20,SW_MAPNOTE001,40480,To Upper City,transition,high,112.231369,84.376236,113.163641,84.322289,213,204,216,204,3.0,True,True,True,M02ad_09f,False,,"names door ptar_stnddr -> tar_m02ab (Taris - Upper City North), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
tar_m02ad,m02ad,21,SW_MAPNOTE001,40514,Largo's Apartment,room_centre,medium,137.348160,87.228752,138.860510,86.134440,292,195,297,199,6.4,True,True,True,M02ad_01a,False,,"sole note in room M02ad_01a (77 px across), only note in it"
tar_m02ad,m02ad,26,tar02_mnyuns,40515,Yun's Apartment,door_room,medium,135.833206,135.271317,139.107323,138.953640,288,52,298,41,14.9,True,True,True,M02ad_02a,True,green-door rule: moved into the room through the door,"marks a drawn green door line (12 px long); centred in the room it opens into, M02ad_02a (75 px across, the only room either side)"
tar_m02ad,m02ad,27,tar02_mnsarnas,40516,Sarna's Apartment,door_room,low,80.205658,112.166496,74.582229,112.210960,112,121,94,121,18.0,True,True,True,M02ad_04a,True,"green-door rule: moved into the room through the door; the door joins two rooms of similar size (M02ad_04a 150, M02ad_09h 153): which one the note names cannot be derived","marks a drawn green door line (12 px long); centred in the room it opens into, M02ad_04a (60 px across, vs M02ad_09h on the other side)"
tar_m02ae,m02ae,27,SW_MAPNOTE001,40480,To Upper City,transition,high,139.146332,109.577911,139.768953,111.038713,197,125,199,121,4.5,True,True,True,M02ae_01a,False,,"names door ptar_stnddr -> tar_m02ac (Taris - Upper City South), name match 1.00; centred on its drawn transition line (9 px long) and set 4 px clear of it"
tar_m02ae,m02ae,29,SW_MAPNOTE001,40531,Dueling Arena,none,n/a,207.627151,99.761696,,,393,151,,,0.0,True,True,,M02ae_07a,,,"on floor of M02ae_07a, too large to centre in (117 px across)"
tar_m02ae,m02ae,40,SW_MAPNOTE001,45989,Duel Organizer,none,n/a,109.898232,92.365868,,,114,170,,,0.0,True,True,,M02ae_03a,,,"on floor of M02ae_03a, too large to centre in (82 px across)"
tar_m02af,m02af,8,SW_MAPNOTE001,40564,To Apartment Complex,transition,low,89.353912,135.577423,90.610524,134.355998,240,159,252,170,16.3,True,True,True,M02af_01a,False,,"the only exit nearby is door tar02_aptdoor -> tar_m02aa (), 18 px away; matched on position, not name; offset from its drawn diagonal transition line (43 px long) and set 4 px clear of it"
tar_m03aa,m03aa,16,SW_MAPNOTE001,40570,To Black Vulkar Base,transition,high,458.987061,148.938751,470.348525,152.864289,366,156,378,152,12.6,True,True,True,m03aa_12a,False,,"names door tar03_blkdoor -> tar_m10aa (Taris - Black Vulkar Base), name match 1.00; centred on its drawn diagonal transition line (6 px long) and set 4 px clear of it; pulled 5 px onto walkable floor of m03aa_12a"
tar_m03aa,m03aa,17,SW_MAPNOTE001,40480,To Upper City,transition,high,403.218750,137.224106,405.650165,136.521432,305,167,308,168,3.2,True,True,True,m03aa_10a,False,,"names door tar04_elevdoor -> tar_m02ab (Taris - Upper City North), name match 1.00; centred on its drawn diagonal transition line (5 px long) and set 4 px clear of it; pulled 4 px onto walkable floor of m03aa_10a"
tar_m03aa,m03aa,18,SW_MAPNOTE001,40498,To Apartments,below_threshold,n/a,403.034607,161.618851,,,305,143,,,1.0,True,True,,m03aa_10a,,,"names door tar04_stddoor -> tar_m03ad (Taris - Lower City Apartments), name match 1.00; centred on its drawn diagonal transition line (5 px long) and set 4 px clear of it"
tar_m03aa,m03aa,19,SW_MAPNOTE001,40571,To Javyar's Cantina,transition,high,352.146362,173.168060,354.815740,175.335717,250,132,253,130,3.6,True,True,True,m03aa_09a,False,,"names door tar03_javydoor -> tar_m03ae (Taris - Javyar's Cantina), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it"
tar_m03aa,m03aa,20,SW_MAPNOTE001,40572,To Hidden Bek Base,transition,high,357.500214,196.972549,355.740002,199.850003,256,109,254,106,3.6,True,True,True,m03aa_07a,False,,"names door tar03_bekdoor -> tar_m11aa (Taris - Hidden Bek Base), name match 1.00; centred on its drawn transition line (4 px long) and set 4 px clear of it"
tar_m03aa,m03aa,21,SW_MAPNOTE001,40498,To Apartments,transition,high,306.979523,210.321182,306.754102,207.000003,201,96,201,99,3.0,True,True,True,m03aa_05a,False,,"names door tar04_stddoor -> tar_m03ab (Taris - Lower City Apartments), name match 1.00; centred on its drawn transition line (6 px long) and set 4 px clear of it"
tar_m03aa,m03aa,22,SW_MAPNOTE001,40573,To Undercity,transition,high,194.242599,220.537750,193.994104,224.364289,79,86,79,82,4.0,True,True,True,m03aa_01a,False,,"names door tar04_elevdoor -> tar_m04aa (Taris - Undercity), name match 1.00; centred on its drawn transition line (5 px long) and set 4 px clear of it; pulled 1 px onto walkable floor of m03aa_01a"
tar_m03ab,m03ab,21,SW_MAPNOTE001,40496,To Lower City,below_threshold,n/a,112.467926,83.523941,,,221,203,,,1.0,True,True,,M03ab_09f,,,"names door ptar_stnddr -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (13 px long) and set 4 px clear of it"
tar_m03ab,m03ab,22,SW_MAPNOTE001,40616,Selven's Apartment,door_room,medium,135.840485,135.507965,139.084157,138.827578,293,52,303,43,13.5,True,True,True,M03ab_02a,True,green-door rule: moved into the room through the door,"marks a drawn green door line (13 px long); centred in the room it opens into, M03ab_02a (72 px across, the only room either side)"
tar_m03ad,m03ad,26,SW_MAPNOTE001,40496,To Lower City,below_threshold,n/a,112.654869,83.664413,,,225,203,,,1.4,True,True,,M03ad_09f,,,"names door tar03_stddoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (11 px long) and set 4 px clear of it"
tar_m03ad,m03ad,27,SW_MAPNOTE001,40632,Matrik's Apartment,door_room,low,136.946518,88.372581,139.158733,85.900755,299,190,306,197,9.9,True,True,True,M03ad_01a,True,"green-door rule: moved into the room through the door; the door joins two rooms of similar size (M03ad_01a 145, M03ad_09e 153): which one the note names cannot be derived","marks a drawn green door line (12 px long); centred in the room it opens into, M03ad_01a (74 px across, vs M03ad_09e on the other side)"
tar_m03ae,m03ae,11,SW_MAPNOTE001,40496,To Lower City,transition,high,139.235199,109.629356,141.277772,110.251726,298,116,305,114,7.3,True,True,True,M03ae_01a,True,"lands in room M03ae_05a, vanilla was in M03ae_01a","names door TarisDoor2 -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it"
tar_m03ae,m03ae,12,SW_MAPNOTE001,40752,Bounty Office,none,n/a,109.819344,85.586281,,,198,195,,,0.0,True,True,,M03ae_03a,,,"on floor of M03ae_03a, too large to centre in (102 px across)"
tar_m03af,m03af,15,SW_MAPNOTE001,40766,Race Announcer,none,n/a,223.587234,219.750931,,,210,120,,,0.0,True,True,,m03af_01a,,,"on floor of m03af_01a, too large to centre in (251 px across)"
tar_m04aa,m04aa,54,SW_MAPNOTE001,40496,To Lower City,transition,high,183.915421,166.905090,183.652175,163.984905,156,143,156,146,3.0,True,True,True,M04aa_04b,False,,"names door tar04_elevdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (10 px long) and set 4 px clear of it"
tar_m04aa,m04aa,55,SW_MAPNOTE001,40802,Village Gate,below_threshold,n/a,249.852112,202.247940,,,232,104,,,2.8,True,True,,M04aa_04q,,,"marks a drawn green door line (10 px long); centred in the room it opens into, M04aa_04q (24 px across, the only room either side)"
tar_m04aa,m04aa,56,SW_MAPNOTE001,40803,Escape Pod,room_centre,medium,322.350006,248.818817,303.000000,243.750000,315,54,293,59,22.6,True,True,True,M04aa_04f,False,,"sole note in room M04aa_04f (73 px across), only note in it"
tar_m04aa,m04aa,57,SW_MAPNOTE001,40804,To Sewers,below_threshold,n/a,239.248428,257.831940,,,220,44,,,2.8,True,True,,M04aa_04e,,,"names trigger tar04_goto05aa10 -> tar_m05aa (Taris - Lower Sewers), name match 1.00; centred on its drawn transition line (6 px long) and set 4 px clear of it"
tar_m04aa,m04aa,58,SW_MAPNOTE001,40804,To Sewers,transition,high,285.869446,115.893875,288.791992,116.692001,273,198,276,198,3.0,True,True,True,M04aa_04n,False,,"names door TarisDoor3 -> tar_m05aa (Taris - Lower Sewers), name match 1.00"
tar_m04aa,m04aa,83,SW_MAPNOTE001,46018,Rukil's Tent,none,n/a,207.014359,146.419846,,,183,165,,,0.0,True,True,,M04aa_04b,,,"on floor of M04aa_04b, but 4 notes share that room"
tar_m04aa,m04aa,84,SW_MAPNOTE001,46019,Gendar's Tent,none,n/a,208.831604,137.504059,,,185,175,,,0.0,True,True,,M04aa_04b,,,"on floor of M04aa_04b, but 4 notes share that room"
tar_m04aa,m04aa,85,SW_MAPNOTE001,46020,Igear's Bazaar,none,n/a,229.533295,181.227127,,,209,127,,,0.0,True,True,,M04aa_04b,,,"on floor of M04aa_04b, but 4 notes share that room"
tar_m05aa,m05aa,11,SW_MAPNOTE001,40812,Gamorrean Compound,door_room,medium,240.924316,176.372757,241.629238,186.796296,192,124,178,123,14.0,True,True,True,M05aa_18a,True,green-door rule: moved into the room through the door,"marks a drawn green door line (8 px long); centred in the room it opens into, M05aa_18a (28 px across, vs M05aa_06c on the other side)"
tar_m05aa,m05aa,12,SW_MAPNOTE001,40813,Force Field,below_threshold,n/a,280.092560,131.975891,,,248,74,,,2.2,True,True,,M05aa_09b,,,"names the sound 'Force Field' (SoundList), 2 px away, name match 1.00"
tar_m05aa,m05aa,25,mn_undercity,40573,To Undercity,none,n/a,294.260742,185.556183,,,180,56,,,0.0,True,True,,M05aa_10a,,,names a transition but no exit matched it (1 in this module); centring it in a room would be wrong
tar_m05aa,m05aa,26,mn_undercity,40573,To Undercity,none,n/a,290.610748,94.483475,,,295,61,,,0.0,True,True,,M05aa_01a,,,names a transition but no exit matched it (1 in this module); centring it in a room would be wrong
tar_m05ab,m05ab,18,SW_MAPNOTE001,40815,To Lower Sewers,below_threshold,n/a,70.241745,369.631836,,,59,104,,,1.0,True,True,,M05ab_11b,,,"names door ptar_swrdoor -> tar_m05aa (Taris - Lower Sewers), name match 1.00; centred on its drawn transition line (5 px long) and set 4 px clear of it"
tar_m05ab,m05ab,19,SW_MAPNOTE001,40570,To Black Vulkar Base,transition,high,286.499176,310.181519,284.881046,312.505618,399,192,396,189,4.2,True,True,True,M05ab_17a,False,,"names door tar05_elevator -> tar_m10aa (Taris - Black Vulkar Base), name match 1.00; centred on its drawn diagonal transition line (7 px long) and set 4 px clear of it"
tar_m08aa,m08aa,38,mapnote,40819,Throne Room,room_centre,medium,59.295128,104.268814,53.261026,103.606035,183,91,172,93,11.2,True,True,True,M08aa_16b,False,,"sole note in room M08aa_16b (36 px across), only note in it"
tar_m08aa,m08aa,39,SW_MAPNOTE001,40820,Hangar,clamp_to_floor,medium,61.843731,48.611610,59.641027,48.677700,188,187,184,187,4.0,True,True,True,M08aa_10a,False,,off walkable floor; pulled onto nearest floor of M08aa_10a (room too large to centre in)
tar_m08aa,m08aa,56,tar08_mnbarracks1,40879,Barracks,below_threshold,n/a,28.486280,86.374474,,,127,122,,,1.0,True,True,,M08aa_09a,,,"off walkable floor, nearest is room M08aa_09a (33 px across), only note in it"
tar_m08aa,m08aa,57,tar08_mnbarracks2,40879,Barracks,below_threshold,n/a,26.559576,121.119431,,,124,63,,,2.2,True,True,,M08aa_11a,,,"sole note in room M08aa_11a (33 px across), only note in it"
tar_m08aa,m08aa,58,tar08_mnbarracks3,40879,Barracks,room_centre,medium,67.398338,131.272278,70.111145,131.204071,198,45,203,45,5.0,True,True,True,M08aa_07a,False,,"sole note in room M08aa_07a (31 px across), only note in it"
tar_m08aa,m08aa,59,tar08_mnbarracks4,40879,Barracks,door_room,medium,86.311516,135.107620,82.572731,134.616867,233,39,226,40,7.1,True,True,True,M08aa_08a,True,green-door rule: moved into the room through the door,"marks a drawn green door line (3 px long); centred in the room it opens into, M08aa_08a (36 px across, the only room either side)"
tar_m08aa,m08aa,60,tar08_mnlab,46151,Spice Lab,door_room,low,17.725292,105.313896,22.336965,108.078828,108,90,116,85,9.4,True,True,True,M08aa_13a,True,"green-door rule: moved into the room through the door; the door joins two rooms of similar size (M08aa_13a 190, M08aa_09c 227): which one the note names cannot be derived","marks a drawn green door line (8 px long); centred in the room it opens into, M08aa_13a (48 px across, vs M08aa_09c on the other side)"
tar_m08aa,m08aa,62,tar08_mntorture,46152,"""Guest"" Room",below_threshold,n/a,48.404942,145.691833,,,164,21,,,1.4,True,True,,M08aa_14a,,,"off walkable floor, nearest is room M08aa_14a (33 px across), only note in it"
tar_m09aa,m09aa,11,SW_MAPNOTE001,40480,To Upper City,below_threshold,n/a,0.728339,-21.076153,,,248,229,,,1.4,True,True,,M09aa_01a,,,"names door ptar_secdoor -> tar_m02ab (Taris - Upper City South), name match 1.00; centred on its drawn transition line (18 px long) and set 4 px clear of it"
tar_m09aa,m09aa,12,tar09_mncontrol,46381,Control Center,none,n/a,-50.250294,17.608702,,,81,107,,,0.0,True,True,,M09aa_10a,,,"on floor of M09aa_10a, too large to centre in (128 px across)"
tar_m09aa,m09aa,15,tar09_mnbarracks1,40879,Barracks,clamp_to_floor,medium,-24.593172,10.781734,-24.643490,9.639158,165,129,165,132,3.0,True,True,True,M09aa_08b,False,,off walkable floor; pulled onto nearest floor of M09aa_08b (room too large to centre in)
tar_m09aa,m09aa,16,tar09_mnarmory,40113,Armory,below_threshold,n/a,-33.848671,-11.678845,,,135,200,,,2.0,True,True,,M09aa_07a,,,"off walkable floor, nearest is room M09aa_07a (75 px across), only note in it"
tar_m09aa,m09aa,17,tar09_mnreception,46382,Reception,below_threshold,n/a,0.770914,-12.569773,,,248,202,,,2.0,True,True,,M09aa_01a,,,off walkable floor; pulled onto nearest floor of M09aa_01a (room too large to centre in)
tar_m09aa,m09aa,18,tar09_mnmedical,44175,Medical,below_threshold,n/a,-8.900030,9.404832,,,217,133,,,2.0,True,True,,M09aa_08a,,,off walkable floor; pulled onto nearest floor of M09aa_08a (room too large to centre in)
tar_m09aa,m09aa,19,tar09_mnbarracks2,40879,Barracks,below_threshold,n/a,26.860731,11.322447,,,334,127,,,2.0,True,True,,M09aa_09a,,,off walkable floor; pulled onto nearest floor of M09aa_09a (room too large to centre in)
tar_m09aa,m09aa,20,tar09_mnelevator,40105,Elevator,transition,low,36.680111,-8.247711,37.818180,-11.824691,366,189,370,200,11.7,True,True,True,M09aa_06a,False,,"the only exit nearby is door ptar_elevdoor -> tar_m09ab (Taris - Sith Base), 17 px away; matched on position, not name; centred on its drawn transition line (12 px long) and set 4 px clear of it"
tar_m09ab,m09ab,0,SW_MAPNOTE001,40497,To Sith Base,below_threshold,n/a,66.562576,-10.753230,,,200,202,,,2.0,True,True,,M09ab_11b,,,"names door tar09_elevdoor -> tar_m09aa (Taris - Sith Base), name match 1.00; offset from its drawn transition line (28 px long) and set 4 px clear of it"
tar_m10aa,m10aa,30,SW_MAPNOTE001,40804,To Sewers,below_threshold,n/a,196.094955,142.457550,,,334,21,,,2.2,True,True,,M10aa_08a,,,"names door tar10_elev03 -> tar_m05ab (Taris - Upper Sewers), name match 1.00; centred on its drawn transition line (10 px long) and set 4 px clear of it"
tar_m10aa,m10aa,31,SW_MAPNOTE001,40496,To Lower City,transition,medium,153.355438,69.289932,152.973928,59.281079,228,189,227,212,23.0,True,True,True,M10aa_01b,False,,"names door ptar_secdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (14 px long) and set 4 px clear of it"
tar_m10aa,m10aa,32,SW_MAPNOTE001,40877,To Garage,below_threshold,n/a,137.743637,138.355179,,,189,30,,,1.0,True,True,,M10aa_09a,,,"the only exit nearby is door tar10_elev02 -> tar_m10ac (Taris - Black Vulkar Base), 3 px away; matched on position, not name; centred on its drawn transition line (11 px long) and set 4 px clear of it"
tar_m10aa,m10aa,33,SW_MAPNOTE001,40878,Garage Security,none,n/a,157.823029,134.673523,,,239,39,,,0.0,True,True,,M10aa_05a,,,"already on a doorway (6 px); it marks that way through, and no room could be derived from the door, so leave it there"
tar_m10aa,m10aa,39,tar10_mnarmory,40113,Armory,none,n/a,153.173096,89.866829,,,227,142,,,0.0,True,True,,M10aa_01a,,,"on floor of M10aa_01a, too large to centre in (149 px across)"
tar_m10aa,m10aa,40,tar10_mnbarracks,40879,Barracks,room_centre,medium,105.176666,94.155365,107.614818,95.008380,108,132,114,130,6.3,True,True,True,M10aa_12a,False,,"sole note in room M10aa_12a (78 px across), only note in it"
tar_m10aa,m10aa,41,tar10_mnpool,46432,Pool,below_threshold,n/a,102.745613,128.889435,,,102,52,,,0.0,True,True,,M10aa_10a,,,"sole note in room M10aa_10a (51 px across), only note in it"
tar_m10aa,m10aa,42,tar10_mnrecroom,46433,Rec Room,room_centre,medium,185.312317,99.660736,185.557276,101.717338,307,119,308,114,5.1,True,True,True,M10aa_03a,False,,"sole note in room M10aa_03a (69 px across), only note in it"
tar_m10aa,m10aa,43,tar10_mncontrol,46434,Control Room,below_threshold,n/a,130.869843,84.791245,,,172,153,,,0.0,True,True,,M10aa_11a,,,"sole note in room M10aa_11a (40 px across), only note in it"
tar_m10aa,m10aa,44,tar10_mnelevator,46435,Garage Elevator,none,n/a,145.117722,134.689560,,,208,39,,,0.0,True,True,,M10aa_09a,,,names a transition but no exit matched it (3 in this module); centring it in a room would be wrong
tar_m10ac,m10ac,24,SW_MAPNOTE001,40895,To Main Base,below_threshold,n/a,65.446091,94.528198,,,185,63,,,1.0,True,True,,M10ac_35a,,,"names door tar10_elevator -> tar_m10aa (Taris - Black Vulkar Base), name match 0.50; centred on its drawn transition line (13 px long) and set 4 px clear of it"
tar_m10ac,m10ac,43,tar10_mngarage,46479,Garage,none,n/a,82.568901,83.150665,,,239,97,,,0.0,True,True,,M10ac_35a,,,"on floor of M10ac_35a, but 2 notes share that room"
tar_m10ac,m10ac,44,tar10_mnloading,46480,Loading Bay,none,n/a,111.212700,81.177567,,,328,103,,,0.0,True,True,,M10ac_36a,,,"on floor of M10ac_36a, too large to centre in (95 px across)"
tar_m10ac,m10ac,45,tar10_mnlab,46481,Engine Lab,none,n/a,105.978546,58.397453,,,312,171,,,0.0,True,True,,M10ac_31a,,,"on floor of M10ac_31a, too large to centre in (84 px across)"
tar_m10ac,m10ac,46,tar10_mnoffice,46482,Office,below_threshold,n/a,48.980297,103.974564,,,133,35,,,1.4,True,True,,M10ac_27a,,,"sole note in room M10ac_27a (51 px across), only note in it"
tar_m11aa,m11aa,23,SW_MAPNOTE001,40496,To Lower City,transition,high,70.762039,29.588823,70.344446,26.784070,212,220,211,227,7.1,True,True,True,M11aa_02b,False,,"names door ptar_secdoor -> tar_m03aa (Taris - Lower City), name match 1.00; centred on its drawn transition line (17 px long) and set 4 px clear of it"
tar_m11aa,m11aa,26,tar11_mnhall,46552,Main Hall,none,n/a,71.033905,64.027367,,,213,139,,,0.0,True,True,,M11aa_02a,,,"on floor of M11aa_02a, too large to centre in (153 px across)"
tar_m11aa,m11aa,27,tar11_mnbar,46553,Bar,object,high,31.560394,78.644676,30.466660,78.499116,117,105,114,105,3.0,True,True,True,M11aa_04a,False,,"names the sound 'Bar Loop' (SoundList), 10 px away, name match 1.00; pulled 7 px onto walkable floor of M11aa_04a"
tar_m11aa,m11aa,28,tar11_mnbarracks,40879,Barracks,none,n/a,47.787560,100.375046,,,156,53,,,0.0,True,True,,M11aa_06a,,,"on floor of M11aa_06a, too large to centre in (82 px across)"
tar_m11aa,m11aa,29,tar11_mnelevator,40105,Elevator,transition,low,70.421921,103.847610,70.344446,98.846019,211,45,211,57,12.0,True,True,True,M11aa_08a,False,,"the only exit nearby is door ptar_secdoor -> tar_m11ab (Taris - Hidden Bek Base), 15 px away; matched on position, not name; centred on its drawn transition line (12 px long) and set 4 px clear of it"
tar_m11ab,m11ab,1,SW_MAPNOTE001,40895,To Main Base,transition,medium,23.102400,28.989658,23.100000,30.037500,215,86,215,76,10.0,True,True,True,M11ab_09a,False,,"names door ptar_secdoor -> tar_m11aa (Taris - Hidden Bek Base), name match 0.50; offset from its drawn transition line (40 px long) and set 4 px clear of it"
tat_m17aa,m17aa,41,SW_MAPNOTE001,41005,Spaceport,object,high,94.165062,146.870941,90.410301,148.153000,106,50,99,48,7.3,True,True,True,m17aa_01,False,,"names the door 'Spaceport' (Door List), 7 px away, name match 1.00"
tat_m17aa,m17aa,42,SW_MAPNOTE001,41006,Hunting Lodge,below_threshold,n/a,124.882301,128.988541,,,156,78,,,2.2,True,True,,m17aa_02,,,"names door TatooineTransition -> tat_m17ad (Tatooine - Hunting Lodge), name match 1.00; centred on its drawn transition line (9 px long) and set 4 px clear of it"
tat_m17aa,m17aa,43,SW_MAPNOTE001,41007,Czerka Office,transition,high,131.155991,106.948196,129.286315,104.602855,166,112,163,116,5.0,True,True,True,m17aa_04,False,,"names door TatooineTransition -> tat_m17ag (Tatooine - Czerka Office), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
tat_m17aa,m17aa,44,SW_MAPNOTE001,41008,Swoop Registration,transition,high,142.231476,66.739563,141.517895,64.522853,184,176,183,179,3.2,True,True,True,m17aa_07,False,,"names door TatooineTransition -> tat_m17ae (Tatooine - Swoop Registration), name match 1.00; centred on its drawn transition line (6 px long) and set 4 px clear of it"
tat_m17aa,m17aa,45,SW_MAPNOTE001,34552,Cantina,transition,high,209.669022,66.318840,214.295792,72.157139,294,176,302,167,12.0,True,True,True,m17aa_11,False,,"names door TatooineTransition -> tat_m17af (Tatooine - Cantina), name match 1.00; centred on its drawn transition line (8 px long) and set 4 px clear of it"
tat_m17aa,m17aa,46,SW_MAPNOTE001,33406,Droid Shop,transition,high,226.988785,141.562531,228.973688,144.046666,323,58,326,54,5.0,True,True,True,m17aa_14,False,,"names door TatooineTransition -> tat_m17ac (Tatooine - Droid Shop), name match 1.00; centred on its drawn diagonal transition line (6 px long) and set 4 px clear of it"
tat_m17aa,m17aa,47,SW_MAPNOTE001,41009,To the Dune Sea,none,n/a,265.401550,119.211624,,,386,93,,,0.0,True,True,,m17aa_17,,,names a transition but no exit matched it (6 in this module); centring it in a room would be wrong
tat_m17ab,m17ab,15,SW_MAPNOTE001,33404,Ebon Hawk,transition,high,-3.073670,-11.082098,-4.768750,-10.628205,201,129,195,127,6.3,True,True,True,M17ab_00a,False,,"names trigger EbonHawk -> ebo_m12aa (To the Ebon Hawk), name match 1.00; centred on its drawn transition line (12 px long) and set 4 px clear of it"
tat_m17ab,m17ab,16,SW_MAPNOTE001,33461,Exit,transition,low,7.468040,-42.785332,8.979520,-46.064201,240,238,245,249,12.1,True,True,True,M17ab_00a,False,,"the only exit nearby is door TatooineDoor2 -> tat_m17aa (Tatooine - Anchorhead), 12 px away; matched on position, not name"
tat_m17ac,m17ac,1,SW_MAPNOTE001,33461,Exit,transition,low,6.876740,4.333421,7.293855,3.680328,279,85,284,92,8.6,True,True,True,M17ac_00a,False,,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 21 px away; matched on position, not name; offset from its drawn transition line (25 px long) and set 4 px clear of it"
tat_m17ad,m17ad,2,SW_MAPNOTE001,33461,Exit,transition,low,6.538286,4.536559,8.088827,3.697436,275,84,292,93,19.2,True,True,True,M17ad_00a,False,,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 24 px away; matched on position, not name; offset from its drawn transition line (28 px long) and set 4 px clear of it"
tat_m17ae,m17ae,2,SW_MAPNOTE001,33461,Exit,transition,low,6.393696,4.757138,7.388462,3.188889,305,74,316,92,21.1,True,True,True,M17ae_00a,False,,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 28 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 4 px clear of it"
tat_m17af,m17af,3,SW_MAPNOTE001,33461,Exit,transition,low,5.983589,4.719842,7.551630,3.736800,272,77,289,88,20.2,True,True,True,M17af_00a,False,,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 30 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 4 px clear of it"
tat_m17ag,m17ae,3,SW_MAPNOTE001,33461,Exit,transition,low,6.445735,4.762976,7.388462,3.188889,305,74,316,92,21.1,True,True,True,M17ae_00a,False,,"the only exit nearby is door TatooineDoor1 -> tat_m17aa (Tatooine - Anchorhead), 28 px away; matched on position, not name; centred on its drawn transition line (24 px long) and set 4 px clear of it"
tat_m18aa,m18aa,61,SW_MAPNOTE001,41147,To Anchorhead,transition,high,37.091286,368.323547,44.316982,354.918711,111,29,116,37,9.4,True,True,True,m18aa_01a,False,,"names trigger AreaTransition -> tat_m17aa (To Anchorhead), name match 1.00; centred on its drawn diagonal transition line (10 px long) and set 4 px clear of it"
tat_m18aa,m18aa,62,SW_MAPNOTE001,41148,Sandcrawler,none,n/a,195.438049,173.310593,,,210,146,,,0.0,True,True,,m18aa_03a,,,"on floor of m18aa_03a, but 2 notes share that room"
tat_m18aa,m18aa,63,SW_MAPNOTE001,41149,Accident Site,none,n/a,281.361542,140.511139,,,264,166,,,0.0,True,True,,m18aa_03a,,,"on floor of m18aa_03a, but 2 notes share that room"
tat_m18aa,m18aa,64,SW_MAPNOTE001,41150,To the Sand People Territory,below_threshold,n/a,275.592407,63.427376,,,260,213,,,2.2,True,True,,m18aa_04a,,,"names trigger AreaTransition -> tat_m18ab (To the Sand People Territory), name match 1.00; centred on its drawn diagonal transition line (7 px long) and set 4 px clear of it"
tat_m18aa,m18aa,65,SW_MAPNOTE001,41151,To the Eastern Dune Sea,transition,high,341.576904,146.577774,332.826425,149.058536,301,162,296,161,5.1,True,True,True,m18aa_04a,False,,"names trigger AreaTransition -> tat_m18ac (To the Eastern Dune Sea), name match 1.00; centred on its drawn diagonal transition line (6 px long) and set 4 px clear of it"
tat_m18ab,m18ab,49,SW_MAPNOTE001,41009,To the Dune Sea,transition,high,116.061768,300.073334,118.433048,305.075223,163,43,165,40,3.6,True,True,True,m18ab_02a,True,"lands in room m18ab_01a, vanilla was in m18ab_02a","names trigger AreaTransition -> tat_m18aa (To the Dune Sea), name match 1.00; centred on its drawn transition line (5 px long) and set 4 px clear of it; pulled 1 px onto walkable floor of m18ab_01a"
